month,day,description,lamax,laeq,lamax_standardized,laeq_standardized,date
1,11,MP 06: Parkstraat 2 La Filosovia,50.08703819444444,48.30732638888889,-0.7049437993995556,-0.701679842769649,11-01-2022
1,11,MP 07: Naamsestraat 81,48.683596064814814,47.478658564814815,-1.1119538326721434,-0.9514760366601445,11-01-2022
1,12,MP 03: Naamsestraat 62 Taste,53.43261614711196,52.00471768030016,0.2653019735348782,0.4128732327650422,12-01-2022
1,12,MP 05: Calvariekapel KU Leuven,50.569657056215924,48.70342017847429,-0.5649802662829964,-0.5822801047954479,12-01-2022
1,12,MP 06: Parkstraat 2 La Filosovia,50.34115277777777,48.47195601851852,-0.6312484308239773,-0.6520533776308174,12-01-2022
1,12,MP 07: Naamsestraat 81,49.417341435185186,48.08020833333333,-0.8991614978098109,-0.7701430124419845,12-01-2022
1,13,MP 03: Naamsestraat 62 Taste,53.75165972222223,52.344765046296295,0.35782729636760946,0.5153781633302355,13-01-2022
1,13,MP 05: Calvariekapel KU Leuven,51.002366898148146,49.20383101851852,-0.4394907691074424,-0.43143471223508595,13-01-2022
1,13,MP 06: Parkstraat 2 La Filosovia,51.48068055555555,49.68713657407407,-0.30077578150229073,-0.28574558957751905,13-01-2022
1,13,MP 07: Naamsestraat 81,51.03495682770435,49.84718859232853,-0.4300394151591882,-0.23749901378084282,13-01-2022
1,14,MP 03: Naamsestraat 62 Taste,54.6969959367005,53.16031858120232,0.6319827574197336,0.7612211453008415,14-01-2022
1,14,MP 05: Calvariekapel KU Leuven,52.18064168894754,50.22335960739377,-0.09778115979560499,-0.12410485862559041,14-01-2022
1,14,MP 06: Parkstraat 2 La Filosovia,51.717,49.88200694444445,-0.23224115302304052,-0.22700326194467835,14-01-2022
1,14,MP 07: Naamsestraat 81,50.57171064814815,49.34824768518518,-0.5643847073333135,-0.3879013052176334,14-01-2022
1,15,MP 03: Naamsestraat 62 Taste,52.97951264687156,51.46926202465706,0.13389814375428152,0.2514638225152369,15-01-2022
1,15,MP 05: Calvariekapel KU Leuven,49.78839699074074,47.79609490740741,-0.7915522627553511,-0.8557870429783274,15-01-2022
1,15,MP 06: Parkstraat 2 La Filosovia,49.56334332573294,47.62289494091367,-0.8568197203505699,-0.9079969769895101,15-01-2022
1,15,MP 07: Naamsestraat 81,47.893369136216855,46.577893262653504,-1.3411262949427682,-1.2230055175108505,15-01-2022
1,16,MP 03: Naamsestraat 62 Taste,51.71522916666667,50.25948611111111,-0.23275470959847963,-0.11321477352153071,16-01-2022
1,16,MP 05: Calvariekapel KU Leuven,48.306524381069224,46.457791178138635,-1.2213077955519278,-1.2592094616227765,16-01-2022
1,16,MP 06: Parkstraat 2 La Filosovia,47.75949931135057,45.84804458281733,-1.3799496712136534,-1.443013362684265,16-01-2022
1,16,MP 07: Naamsestraat 81,46.11576175650181,44.95167999629626,-1.856647400864217,-1.7132162781907043,16-01-2022
1,17,MP 03: Naamsestraat 62 Taste,53.242232408468475,51.80283362850297,0.21008908647391109,0.35201667929323416,17-01-2022
1,17,MP 05: Calvariekapel KU Leuven,50.492174677947666,48.703059063183595,-0.5874508083104936,-0.5823889605064463,17-01-2022
1,17,MP 06: Parkstraat 2 La Filosovia,50.012472366578315,48.268938297896966,-0.726568517255787,-0.7132516677421209,17-01-2022
1,17,MP 07: Naamsestraat 81,48.9066412037037,47.62999421296296,-1.0472688645613373,-0.9058569504483702,17-01-2022
1,18,MP 03: Naamsestraat 62 Taste,53.241102759794785,51.671316895780976,0.20976147884794785,0.31237186829363356,18-01-2022
1,18,MP 05: Calvariekapel KU Leuven,49.94316550925926,48.1586400462963,-0.7466680893777182,-0.7465003141142771,18-01-2022
1,18,MP 06: Parkstraat 2 La Filosovia,50.31132562473233,48.640640300010425,-0.6398985563240963,-0.6012046656841297,18-01-2022
1,18,MP 07: Naamsestraat 81,49.29285763888889,48.054207175925924,-0.9352628467737504,-0.7779808818130743,18-01-2022
1,19,MP 03: Naamsestraat 62 Taste,53.91887729699061,52.44924446811713,0.4063218008672006,0.5468727636423516,19-01-2022
1,19,MP 05: Calvariekapel KU Leuven,51.021685185185184,49.44607060185185,-0.4338883032246566,-0.35841326242327776,19-01-2022
1,19,MP 06: Parkstraat 2 La Filosovia,51.19751620370371,49.58788773148148,-0.3828958275203231,-0.3156634678966958,19-01-2022
1,19,MP 07: Naamsestraat 81,50.965721825484096,49.70984270651281,-0.45011814869751343,-0.27890098273217795,19-01-2022
1,20,MP 03: Naamsestraat 62 Taste,54.348213954995835,52.86535558848041,0.5308330463048481,0.6723065877665118,20-01-2022
1,20,MP 05: Calvariekapel KU Leuven,52.18739206926086,50.403616981874585,-0.09582349267280575,-0.06976751770576622,20-01-2022
1,20,MP 06: Parkstraat 2 La Filosovia,51.78518981481482,50.094427083333336,-0.21246553263179804,-0.162970677767268,20-01-2022
1,20,MP 07: Naamsestraat 81,50.935187500000005,49.636996527777775,-0.45897336015857704,-0.3008599603331373,20-01-2022
1,21,MP 03: Naamsestraat 62 Taste,54.37125694444444,52.722966435185185,0.5375157072455252,0.6293843606555692,21-01-2022
1,21,MP 05: Calvariekapel KU Leuven,52.11096990740741,50.2330775462963,-0.11798656301397094,-0.12117545304256866,21-01-2022
1,21,MP 06: Parkstraat 2 La Filosovia,51.90526973691826,50.14226785032234,-0.17764134426032083,-0.1485494088830701,21-01-2022
1,21,MP 07: Naamsestraat 81,50.205695799622674,48.91980855816753,-0.6705320949109749,-0.5170513218269522,21-01-2022
1,22,MP 03: Naamsestraat 62 Taste,53.11620999016033,51.39656306071655,0.17354152417276592,0.22954922179761741,22-01-2022
1,22,MP 05: Calvariekapel KU Leuven,50.03940162037037,48.01017824074074,-0.7187588069367711,-0.7912531003194448,22-01-2022
1,22,MP 06: Parkstraat 2 La Filosovia,49.48807740830334,47.55014757115244,-0.8786474700743127,-0.9299261693075576,22-01-2022
1,22,MP 07: Naamsestraat 81,47.64376092315883,46.28805888957048,-1.4135147781990525,-1.310374088066458,22-01-2022
1,23,MP 03: Naamsestraat 62 Taste,51.648295743991106,49.900483953132955,-0.25216596569168076,-0.22143349525314815,23-01-2022
1,23,MP 05: Calvariekapel KU Leuven,47.61749421296296,45.479104166666666,-1.4211323452971727,-1.5542279037216076,23-01-2022
1,23,MP 06: Parkstraat 2 La Filosovia,47.34465097975671,45.26262225257236,-1.5002591800137448,-1.6194848819894787,23-01-2022
1,23,MP 07: Naamsestraat 81,45.25149074074074,43.95886111111111,-2.1072932717946267,-2.0124946760444686,23-01-2022
1,24,MP 03: Naamsestraat 62 Taste,53.28968351353228,51.677184960526006,0.22385030643667364,0.31414075589398105,24-01-2022
1,24,MP 05: Calvariekapel KU Leuven,51.17653302159772,49.29071274798028,-0.388981126989975,-0.40524481477838076,24-01-2022
1,24,MP 06: Parkstraat 2 La Filosovia,50.24839755089758,48.42100371532078,-0.6581482275321444,-0.6674125976210122,24-01-2022
1,24,MP 07: Naamsestraat 81,48.619693514971246,47.35183509068392,-1.130486110126931,-0.9897060972628539,24-01-2022
1,25,MP 03: Naamsestraat 62 Taste,53.51859878215369,51.90407492301637,0.29023766159095443,0.38253516848672003,25-01-2022
1,25,MP 05: Calvariekapel KU Leuven,50.32317476851852,48.406665509259255,-0.6364622048673105,-0.6717347508376986,25-01-2022
1,25,MP 06: Parkstraat 2 La Filosovia,50.99511226851852,49.16776620370371,-0.441594672777282,-0.4423062016454204,25-01-2022
1,25,MP 07: Naamsestraat 81,49.81821874999999,48.57274074074074,-0.7829037014986376,-0.6216725190020267,25-01-2022
1,26,MP 03: Naamsestraat 62 Taste,53.16903325187339,51.58892067499797,0.18886071479238367,0.2875340964571885,26-01-2022
1,26,MP 05: Calvariekapel KU Leuven,49.75411226851852,48.120190972222225,-0.8014951208453328,-0.7580905220157952,26-01-2022
1,26,MP 06: Parkstraat 2 La Filosovia,54.35236060340833,52.33257478247438,0.5320356092554018,0.5117034924708503,26-01-2022
1,26,MP 07: Naamsestraat 81,49.03165430155442,47.73545064178984,-1.0110140136903873,-0.8740678381201921,26-01-2022
1,27,MP 03: Naamsestraat 62 Taste,54.307512731481474,52.778921296296296,0.519029348819162,0.6462515671877459,27-01-2022
1,27,MP 05: Calvariekapel KU Leuven,52.132873446144586,50.60271534063289,-0.11163435237272508,-0.009750692166243958,27-01-2022
1,27,MP 06: Parkstraat 2 La Filosovia,52.57236805555555,50.88412615740741,0.015822784493108158,0.07507865550202804,27-01-2022
1,27,MP 07: Naamsestraat 81,51.1565636574074,49.92347337962963,-0.3947724107286769,-0.21450349137009578,27-01-2022
1,28,MP 03: Naamsestraat 62 Taste,54.50976386524453,52.90343373982327,0.5776838803772564,0.6837849835718038,28-01-2022
1,28,MP 05: Calvariekapel KU Leuven,52.71471296296296,50.82938888888889,0.05710400605324763,0.05857848384981615,28-01-2022
1,28,MP 06: Parkstraat 2 La Filosovia,52.54394560185185,50.7999212962963,0.00758003362835858,0.04969568152673693,28-01-2022
1,28,MP 07: Naamsestraat 81,51.68343036377736,50.267058646512105,-0.24197663015278154,-0.1109320850107472,28-01-2022
1,29,MP 03: Naamsestraat 62 Taste,53.34939814814815,51.69920254629629,0.24116805321706836,0.32077780510030235,29-01-2022
1,29,MP 05: Calvariekapel KU Leuven,51.49954976851851,49.426177083333336,-0.29530355088177396,-0.36441002622253316,29-01-2022
1,29,MP 06: Parkstraat 2 La Filosovia,51.198388888888886,49.1911875,-0.38264274146942195,-0.43524601359319043,29-01-2022
1,29,MP 07: Naamsestraat 81,49.31240046296297,47.850494212962964,-0.9295952632598291,-0.8393887479277774,29-01-2022
1,30,MP 03: Naamsestraat 62 Taste,51.729224928234096,50.01318524863413,-0.22869582091260424,-0.18746046788940557,30-01-2022
1,30,MP 05: Calvariekapel KU Leuven,48.589634139284016,46.46840356948576,-1.1392035821482687,-1.2560104295262304,30-01-2022
1,30,MP 06: Parkstraat 2 La Filosovia,48.13122685185185,45.99547453703704,-1.2721455548674439,-1.3985716209396963,30-01-2022
1,30,MP 07: Naamsestraat 81,45.73537268518519,44.41584027777778,-1.9669634340689244,-1.874741461542465,30-01-2022
1,31,MP 03: Naamsestraat 62 Taste,54.22455252738092,52.69373885660037,0.49497019118209074,0.620573908897918,31-01-2022
1,31,MP 05: Calvariekapel KU Leuven,52.480992835565225,50.72029305894744,-0.010676798598620247,0.025692299184507418,31-01-2022
1,31,MP 06: Parkstraat 2 La Filosovia,51.580934356588074,49.908136264194184,-0.27170133515891437,-0.21912675892041206,31-01-2022
1,31,MP 07: Naamsestraat 81,50.960872232317506,49.561237977291405,-0.45152457154489734,-0.3236968522895752,31-01-2022
2,1,MP 03: Naamsestraat 62 Taste,54.94899749953695,53.33208696054825,0.7050653322615439,0.8129995372509528,01-02-2022
2,1,MP 05: Calvariekapel KU Leuven,53.20372222222222,51.2391400462963,0.19892080824247538,0.18209514105436328,01-02-2022
2,1,MP 06: Parkstraat 2 La Filosovia,53.183853009259266,51.231712962962966,0.19315856920288957,0.17985629806507852,01-02-2022
2,1,MP 07: Naamsestraat 81,51.41307986111111,50.02971180555555,-0.3203805520262768,-0.18247865141584077,01-02-2022
2,2,MP 03: Naamsestraat 62 Taste,54.271620902018896,52.57871365067604,0.5086204160991266,0.5859003547829478,02-02-2022
2,2,MP 05: Calvariekapel KU Leuven,52.78829255306836,50.71998541632908,0.0784427066556615,0.025599562441373187,02-02-2022
2,2,MP 06: Parkstraat 2 La Filosovia,52.609424768518515,50.58191550925926,0.026569543235493497,-0.01602065771788384,02-02-2022
2,2,MP 07: Naamsestraat 81,51.14563068589551,49.608401814856826,-0.3979430645125972,-0.30947963910614334,02-02-2022
2,3,MP 03: Naamsestraat 62 Taste,54.32165580016444,52.67035818925084,0.5231309578087332,0.6135259681611605,03-02-2022
2,3,MP 05: Calvariekapel KU Leuven,52.41939004629629,50.483148148148146,-0.02854212612491375,-0.045793396768940856,03-02-2022
2,3,MP 06: Parkstraat 2 La Filosovia,52.17410185185186,50.30301273148148,-0.09967776761270997,-0.10009397434776733,03-02-2022
2,3,MP 07: Naamsestraat 81,50.77181481481481,49.3467662037037,-0.5063528143086433,-0.38834788758108607,03-02-2022
2,4,MP 03: Naamsestraat 62 Taste,55.437792959703565,53.807794117647056,0.8468201309139157,0.9563981751581571,04-02-2022
2,4,MP 05: Calvariekapel KU Leuven,54.1289375,52.22254398148148,0.4672410282518465,0.4785354672377472,04-02-2022
2,4,MP 06: Parkstraat 2 La Filosovia,53.47958541186819,51.611786016041854,0.2789234557517969,0.2944266956372665,04-02-2022
2,4,MP 07: Naamsestraat 81,52.175741898148146,50.75222569444444,-0.09920214037911905,0.03531817167081522,04-02-2022
2,5,MP 03: Naamsestraat 62 Taste,53.25530555555556,51.55339814814814,0.21388040919292892,0.2768260760095795,05-02-2022
2,5,MP 05: Calvariekapel KU Leuven,51.207699430529196,49.168657113755266,-0.3799426060076137,-0.44203764296181636,05-02-2022
2,5,MP 06: Parkstraat 2 La Filosovia,50.33704976851851,48.273572916666666,-0.6324383380526923,-0.7118545939145012,05-02-2022
2,5,MP 07: Naamsestraat 81,48.559090277777784,47.05276967592592,-1.1480615591360375,-1.079857301594099,05-02-2022
2,6,MP 03: Naamsestraat 62 Taste,52.64308271111883,51.11484169705388,0.036330629958218535,0.14462626191413547,06-02-2022
2,6,MP 05: Calvariekapel KU Leuven,50.93592824074074,49.25555902777778,-0.45875853910741343,-0.41584166100863973,06-02-2022
2,6,MP 06: Parkstraat 2 La Filosovia,49.66896260373384,47.95594509195708,-0.826189240514028,-0.8076013085583641,06-02-2022
2,6,MP 07: Naamsestraat 81,49.52260648148148,48.03797685185185,-0.8686337481499068,-0.782873400940196,06-02-2022
2,7,MP 03: Naamsestraat 62 Taste,53.180166685959016,51.603770112281516,0.1920895044103965,0.2920103567958709,07-02-2022
2,7,MP 05: Calvariekapel KU Leuven,50.63852662037037,48.91150925925926,-0.5450075128604042,-0.5195530881789423,07-02-2022
2,7,MP 06: Parkstraat 2 La Filosovia,49.974853009259256,48.228144675925925,-0.7374784475983829,-0.7255486234188538,07-02-2022
2,7,MP 07: Naamsestraat 81,49.29997916666667,47.88602893518519,-0.9331975437615417,-0.8286770512693657,07-02-2022
2,8,MP 03: Naamsestraat 62 Taste,53.655820494716004,52.179097843575285,0.3300331135134706,0.4654389289471054,08-02-2022
2,8,MP 05: Calvariekapel KU Leuven,51.3336805676123,49.58737919140711,-0.34340701560928105,-0.3158167637908143,08-02-2022
2,8,MP 06: Parkstraat 2 La Filosovia,50.76533796296297,49.00121990740741,-0.5082311558747584,-0.4925104327169706,08-02-2022
2,8,MP 07: Naamsestraat 81,50.06572797666586,48.57400604187646,-0.7111239419675957,-0.6212911027111496,08-02-2022
2,9,MP 03: Naamsestraat 62 Taste,53.10511953690304,51.523739507959476,0.17032519935683035,0.26788568370778576,09-02-2022
2,9,MP 05: Calvariekapel KU Leuven,50.90142478500909,48.945650991330915,-0.4687648317566623,-0.509261298783285,09-02-2022
2,9,MP 06: Parkstraat 2 La Filosovia,50.79196180555556,48.758127314814814,-0.5005100173748654,-0.5657890162802385,09-02-2022
2,9,MP 07: Naamsestraat 81,50.09394090209378,48.40559497216403,-0.7029419560668565,-0.67205745685335,09-02-2022
2,10,MP 03: Naamsestraat 62 Taste,54.09843842244782,52.63488256334865,0.4583960389877922,0.6028320856803813,10-02-2022
2,10,MP 05: Calvariekapel KU Leuven,52.22984722222222,50.513863425925926,-0.08351114088103224,-0.03653448836164042,10-02-2022
2,10,MP 06: Parkstraat 2 La Filosovia,52.134451388888884,50.40428009259259,-0.11117673569206549,-0.06956762755838228,10-02-2022
2,10,MP 07: Naamsestraat 81,51.58358449074074,50.19837962962963,-0.2709327739429714,-0.13163490044412443,10-02-2022
2,11,MP 03: Naamsestraat 62 Taste,54.21367019737223,52.64633096023615,0.4918142238604531,0.6062831258747333,11-02-2022
2,11,MP 05: Calvariekapel KU Leuven,52.69141656732138,50.86329818632159,0.050347855183162794,0.06880020742844528,11-02-2022
2,11,MP 06: Parkstraat 2 La Filosovia,51.83793865740741,50.03912731481481,-0.19716792418365536,-0.17964041116060628,11-02-2022
2,11,MP 07: Naamsestraat 81,51.5250775462963,49.97285763888889,-0.28790028040602217,-0.19961694739833102,11-02-2022
2,12,MP 03: Naamsestraat 62 Taste,53.06495414756149,51.325598629058405,0.158676898292485,0.2081574838601458,12-02-2022
2,12,MP 05: Calvariekapel KU Leuven,50.43319830090626,48.227911202675955,-0.6045544541788509,-0.725619002318002,12-02-2022
2,12,MP 06: Parkstraat 2 La Filosovia,49.772842278267106,47.685622518779155,-0.7960632603289464,-0.8890881817550907,12-02-2022
2,12,MP 07: Naamsestraat 81,48.01576273148148,46.61138425925926,-1.3056311218755656,-1.2129098878282751,12-02-2022
2,13,MP 03: Naamsestraat 62 Taste,51.89862847222222,50.198166666666665,-0.17956736693545527,-0.1316990966588707,13-02-2022
2,13,MP 05: Calvariekapel KU Leuven,51.501065972222214,49.634342592592596,-0.2948638390426727,-0.30165997077016693,13-02-2022
2,13,MP 06: Parkstraat 2 La Filosovia,54.614509427192445,52.96629359136101,0.6080609752025541,0.7027336517914171,13-02-2022
2,13,MP 07: Naamsestraat 81,59.92003611152907,58.632411254759894,2.146708381270042,2.4107456987587796,13-02-2022
2,14,MP 03: Naamsestraat 62 Taste,54.50861939218524,52.83184138929088,0.5773519735546612,0.662203963825263,14-02-2022
2,14,MP 05: Calvariekapel KU Leuven,53.02019815044155,51.07757265709094,0.14569728232375243,0.133391767147673,14-02-2022
2,14,MP 06: Parkstraat 2 La Filosovia,53.251659162721786,51.374930265396586,0.21282292457189197,0.2230281650156942,14-02-2022
2,14,MP 07: Naamsestraat 81,53.941280092592585,52.191219907407415,0.4128188002025176,0.46909304139046865,14-02-2022
2,15,MP 03: Naamsestraat 62 Taste,55.781401567329176,54.08902290800912,0.9464695199908671,1.041172652221227,15-02-2022
2,15,MP 05: Calvariekapel KU Leuven,54.00320138888888,51.98725231481481,0.4307764974482807,0.4076084189320425,15-02-2022
2,15,MP 06: Parkstraat 2 La Filosovia,53.90500694444444,51.957903935185186,0.4022992818533177,0.3987615525335251,15-02-2022
2,15,MP 07: Naamsestraat 81,54.26501736111111,52.42798611111111,0.5067053336401849,0.5404645787047955,15-02-2022
2,16,MP 03: Naamsestraat 62 Taste,56.24826428678913,54.60397379356646,1.0818636391849898,1.1964010411073212,16-02-2022
2,16,MP 05: Calvariekapel KU Leuven,55.417479166666666,53.57703356481482,0.840928959909934,0.8868369998320028,16-02-2022
2,16,MP 06: Parkstraat 2 La Filosovia,55.97394444444444,54.131224537037035,1.002308575386593,1.0538940419034326,16-02-2022
2,16,MP 07: Naamsestraat 81,56.06785958170812,54.37361312052223,1.0295447558713395,1.1269604067822239,16-02-2022
2,17,MP 03: Naamsestraat 62 Taste,56.5788907582526,54.85096710564483,1.1777480994773837,1.2708554696263994,17-02-2022
2,17,MP 05: Calvariekapel KU Leuven,56.08393778777792,54.153280523306385,1.034207570995152,1.0605426666750544,17-02-2022
2,17,MP 06: Parkstraat 2 La Filosovia,56.09522064366484,54.158409973905485,1.0374796941935316,1.0620889041409969,17-02-2022
2,17,MP 07: Naamsestraat 81,56.49696941580358,54.638385080200884,1.1539902204655068,1.2067740858647407,17-02-2022
2,18,MP 03: Naamsestraat 62 Taste,57.62865164636688,55.88766382623999,1.4821875950427714,1.5833605380026041,18-02-2022
2,18,MP 05: Calvariekapel KU Leuven,57.87023249890003,55.728243753328854,1.5522480761639168,1.5353044577663015,18-02-2022
2,18,MP 06: Parkstraat 2 La Filosovia,57.43024693501893,55.36825964644185,1.4246485583683628,1.4267897343161424,18-02-2022
2,18,MP 07: Naamsestraat 81,57.221274674384944,55.38331230101302,1.3640448434320496,1.4313272531030319,18-02-2022
2,19,MP 03: Naamsestraat 62 Taste,54.8704788249864,53.14539057165013,0.6822942555875287,0.7567211998942927,19-02-2022
2,19,MP 05: Calvariekapel KU Leuven,54.035273964675106,51.8620546771916,0.4400778144476025,0.3698684555187127,19-02-2022
2,19,MP 06: Parkstraat 2 La Filosovia,52.790184027777784,50.736414351851856,0.07899125024585585,0.030551951618359916,19-02-2022
2,19,MP 07: Naamsestraat 81,51.46985185185186,49.87513657407407,-0.3039161967439956,-0.2290742876551991,19-02-2022
2,20,MP 03: Naamsestraat 62 Taste,54.46267013888889,52.87426851851852,0.5640263032486591,0.6749933289856718,20-02-2022
2,20,MP 05: Calvariekapel KU Leuven,53.29981018518518,51.42587268518519,0.22678712647318944,0.23838440572044714,20-02-2022
2,20,MP 06: Parkstraat 2 La Filosovia,52.29199189814815,50.499186342592594,-0.065488661662027,-0.04095879379207819,20-02-2022
2,20,MP 07: Naamsestraat 81,51.316831213324235,49.89936110371648,-0.348293470208742,-0.22177197045684166,20-02-2022
2,21,MP 03: Naamsestraat 62 Taste,55.876456903436384,54.238248127871856,0.9740363677396532,1.0861555643981715,21-02-2022
2,21,MP 05: Calvariekapel KU Leuven,54.81020625477442,52.923398689784484,0.6648147027869613,0.6898032798862502,21-02-2022
2,21,MP 06: Parkstraat 2 La Filosovia,54.23430479519439,52.38372782092385,0.497798430953039,0.5271232227166692,21-02-2022
2,21,MP 07: Naamsestraat 81,53.85848630755341,52.23055047570545,0.3888079054943404,0.4809489696393744,21-02-2022
2,22,MP 03: Naamsestraat 62 Taste,56.511933370375516,54.71807426957448,1.1583298932739765,1.2307958417739744,22-02-2022
2,22,MP 05: Calvariekapel KU Leuven,55.83194068208655,53.61931768192448,0.9611262887629383,0.8995832549768975,22-02-2022
2,22,MP 06: Parkstraat 2 La Filosovia,55.51824716968027,53.473355636329956,0.8701525291569279,0.8555840041519692,22-02-2022
2,22,MP 07: Naamsestraat 81,53.76094486183624,51.95571235080976,0.36052006502793044,0.39810091455571706,22-02-2022
2,23,MP 03: Naamsestraat 62 Taste,57.03447146379009,55.07528790842486,1.3098703396499076,1.3384754267636567,23-02-2022
2,23,MP 05: Calvariekapel KU Leuven,56.33499305555556,53.865090277777774,1.1070157123029813,0.9736697070185693,23-02-2022
2,23,MP 06: Parkstraat 2 La Filosovia,56.543223409304,54.33426203511859,1.1674042679963195,1.1150982937934977,23-02-2022
2,23,MP 07: Naamsestraat 81,55.17941271788699,53.183336419824535,0.7718876854653125,0.768159713822963,23-02-2022
